,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,0.3357159,-0.4038676,-0.21842188,0.049987365,0.4127526,-0.3973709,-0.17208238,0.15736724,-0.15298723,0.27911195,0.15908079,-0.34459,-0.19920698,-0.16200975,0.15687145,0.20891832,0.06337917,0.29521266,-0.59543306,0.18001018,0.10096375,0.29128805,-0.15428187,-0.008211405,-0.24561489,0.30466685,-0.037736822,0.13464278,0.30646652,-0.15251812,-0.47956437,0.24597962,0.026705675,0.46746388,0.31591976,0.50424916,0.38055035,-0.113789685,0.5940753,-0.07289447,-0.44762877,0.10884045,0.0001585469,0.25986832,0.17893964,-0.0740651,0.005208018,0.09074258,-0.30328974,0.22338982,0.19951159,0.22435316,0.548797,-0.031914923,0.0634684,-0.13432679,0.2600719,0.11119153,-0.25478855,-0.18798424,0.18746309,0.03521734,0.38556877,0.26870617,0.3981314,-0.18719476,0.11461582,-0.030079134,-0.072067514,-0.25056085,-0.018666591,-0.34347996,-0.6170617,-0.34111494,-0.20667738,0.0168605,-0.2799431,-0.17120165,-0.16412827,0.31865975,-0.03746578,-0.0754077,-0.089862265,0.27540773,-0.0063782777,0.32424372,0.8999043,-0.15846992,0.22695884,0.3559424,0.04010614,-0.14235379,-0.3987445,-0.2478031,0.21430781,0.116291,-0.24275355,-0.5151557,-0.02339737,-0.19095232,-0.4587817,-0.25127146,-0.45595178,0.14392073,-0.16440795,0.0395776,-0.25836465,-0.26543397,-0.22509058,0.11009309,0.17019643,-0.26123062,0.049771324,0.062423516,0.18565395,-0.06474016,-0.16636935,0.05181056,0.25249043,0.41331524,0.16070919,0.1180225,-0.2609033,0.3328292,-0.057469327,-0.21922134,0.17330408,-0.17892852
1,0.075138025,-0.23664892,-0.051176276,0.15747823,0.07642604,-0.17687157,-0.11121489,0.2581694,-0.012844562,0.16079184,0.0886783,-0.070165925,0.1147942,-0.011794509,0.11319919,0.16810718,0.18744147,-0.055439603,-0.22056791,0.114963725,0.08177574,0.17058113,-0.08648587,-0.17556012,-0.03859739,-0.19521521,0.14402655,0.19624044,0.19415443,-0.1415221,0.12086986,0.17915498,0.007183907,0.29796284,0.1501065,0.4451025,0.19972895,-0.0712412,0.09220574,-0.26084667,-0.30901632,0.12814486,-0.012663083,-0.07181586,0.1422528,0.12243554,0.101547144,-0.032153573,0.04560446,0.06591727,0.13690476,0.24019195,0.20879692,-0.043602865,-0.08395862,-0.23746346,0.048479494,0.20664153,0.02961509,-0.18879998,0.12442131,-0.14855997,0.31310496,0.16175103,0.23466209,-0.10902289,0.08100345,0.09346454,-0.12033492,-0.08977032,-0.15349554,-0.06671979,-0.281266,0.09578248,0.14351678,0.095334746,-0.07699799,-0.1510147,-0.31846386,0.05629077,-0.1785451,0.071490616,0.24802814,0.09533156,0.034538787,-0.0117008425,0.24958907,-0.22419514,-0.059288137,0.21251932,-0.28316063,0.12249321,-0.26643088,-0.13201168,0.20205112,0.102178186,-0.14339405,-0.3190451,0.059251443,0.14922398,-0.32164478,0.023222864,-0.09418375,-0.1798017,-0.16584972,-0.054795764,-0.27287385,0.12041742,-0.022125665,0.26052046,0.14182957,-0.2528875,-0.08355152,0.10932403,0.009595451,0.1573206,-0.10878648,0.032983635,0.22762145,0.18106005,0.0993858,0.26045087,-0.104488745,-0.027990831,0.26020294,-0.22692344,0.01639658,0.026050877
2,0.29808658,-0.50661236,-0.19878626,0.40937766,0.1692748,-0.30311674,-0.25010327,0.41343203,-0.14564596,0.28895673,0.3853137,-0.13966925,0.013751179,-0.08897254,0.12868945,0.29891646,0.15997599,0.046045322,-0.42657658,0.1678859,0.15722486,0.23840104,-0.37304282,-0.4208265,-0.14594905,-0.42084935,0.013204472,0.22248785,0.27944806,-0.02386034,0.18364736,0.26829132,0.2322009,0.3679969,-0.0038810882,0.5724112,0.41797823,-0.20429704,0.29398572,-0.3345697,-0.4144659,0.076005645,-0.13477968,-0.12773812,0.28807727,0.086423814,0.05593429,0.035474494,0.012068577,0.10527002,0.31325084,0.38090423,0.38797605,-0.014670193,-0.08612452,-0.26774502,-0.00012878164,0.14607432,-0.14412053,-0.082057126,0.15116891,0.0099891415,0.45724353,0.2987995,0.120471455,-0.13961081,0.116520494,0.3161992,-0.15525152,-0.25638005,-0.34842923,-0.19515893,-0.52868754,0.05317591,0.35218364,0.030606637,-0.14839008,-0.22069761,-0.30907702,0.14222668,-0.31846485,0.1547228,0.27080938,0.19696158,0.09330085,0.027016666,0.43408707,-0.41187766,0.06078764,0.39482576,-0.4256282,0.0712973,-0.6001251,-0.28102586,0.23053929,0.20120957,-0.18272462,-0.5937977,0.16909713,0.17838329,-0.59611005,-0.05456483,-0.28710598,-0.36569357,-0.39674628,0.111526065,-0.33698684,0.014290698,-0.08498014,0.18085073,0.24260959,-0.39060643,-0.21494779,0.25966778,0.124807,0.0503798,-0.22086333,-0.11277971,0.43441528,0.37799597,-0.00106346,0.22013511,-0.10458264,-0.10508048,0.39760047,-0.15031217,0.010698718,0.07529843
3,0.19401391,-0.23446961,-0.10478964,0.05967701,0.23814625,-0.28500018,-0.11401975,0.20116419,-0.10180853,0.14527737,0.111048155,-0.179991,-0.03137457,-0.11545322,0.13396002,0.136754,0.1484029,0.07563025,-0.36157864,0.089736715,0.12725404,0.12873097,-0.098581485,-0.1730842,-0.16332002,0.06304676,-0.02931623,0.121689804,0.20413856,-0.11897416,-0.1594511,0.17114976,-0.015642501,0.24631058,0.08088932,0.3216796,0.2335522,-0.025870975,0.29532805,-0.14194073,-0.20861232,0.11724136,0.08957255,-0.006249694,0.120894596,-0.049343523,0.039902385,-0.027157053,-0.05332722,0.11690316,0.25543162,0.13165939,0.22383794,0.0024200857,0.04469235,-0.21560268,0.083084755,0.050339,-0.12300915,-0.10156111,0.1698685,-0.057462703,0.17336112,0.16627392,0.24217102,-0.13201962,0.11106843,0.046352293,-0.062609404,-0.16018131,-0.061707772,-0.13695827,-0.4104007,-0.15586807,0.015638722,0.07910553,-0.13770843,-0.12563045,-0.13228633,0.14542395,-0.09732382,0.024953796,0.14926155,0.08520095,0.04102403,0.21403559,0.43234518,-0.090299875,0.014726579,0.14722936,-0.10472632,0.002493975,-0.30182424,-0.05423145,0.19925405,0.0984079,-0.10281799,-0.3935595,-0.11227058,-0.007290057,-0.2766869,-0.044293374,-0.1589351,0.08621899,-0.038429063,-0.0009927646,-0.13794501,-0.13849574,-0.02453042,0.13672961,0.15238804,-0.115035824,0.052417845,0.096370354,0.06925027,0.054218777,-0.06306311,0.10396028,0.1847864,0.20723984,0.13722545,0.14690995,-0.09860712,0.15356308,0.14227243,-0.06992159,0.1234307,-0.021545282
4,0.08459823,-0.24213699,-0.05791493,0.14566894,0.08800702,-0.1834891,-0.09120183,0.24764384,-0.008318459,0.17834996,0.083595656,-0.058426198,0.10669494,-0.016783973,0.118201,0.15263271,0.15761593,-0.027248522,-0.19410208,0.144189,0.12088915,0.1624603,-0.10429046,-0.19050218,-0.0732092,-0.1862601,0.14692342,0.19194953,0.22364016,-0.12802187,0.122451626,0.17074528,0.020528117,0.319945,0.14356449,0.42228338,0.18984509,-0.078940466,0.091501065,-0.25461367,-0.30331555,0.15077868,-0.019320907,-0.07775029,0.16929759,0.09662171,0.09560959,-0.031652488,0.061494723,0.076480426,0.16772951,0.2368038,0.20400186,-0.0007974674,-0.088165306,-0.20346574,0.034585476,0.17761052,0.043751128,-0.18650442,0.13616745,-0.111517236,0.34389895,0.17398101,0.22533354,-0.12128412,0.10393331,0.095148735,-0.093888044,-0.10908701,-0.16377157,-0.0726497,-0.2985705,0.092250526,0.14993292,0.115527876,-0.07882777,-0.15127434,-0.30738574,0.05968069,-0.17714798,0.09136976,0.2291867,0.073543064,0.03770655,-0.028659271,0.28835294,-0.23269801,-0.04454898,0.20883898,-0.30536392,0.10989174,-0.3154597,-0.15876193,0.19574702,0.08718373,-0.12748033,-0.33852404,0.06675093,0.14878859,-0.3410976,0.0126741035,-0.086411126,-0.22083317,-0.20322542,0.009376681,-0.2676763,0.08285655,-0.035460252,0.26336434,0.13688527,-0.23579068,-0.09406632,0.10785043,0.016755724,0.14562656,-0.12960674,-0.004938709,0.23799525,0.18739732,0.075427294,0.25701007,-0.14208223,-0.040989276,0.27079028,-0.250639,0.011933149,0.009049364
5,0.3370015,-0.39969146,-0.21941252,0.13068597,0.33705428,-0.25075015,-0.24572334,0.20743674,-0.08006876,0.29163325,0.1856042,-0.20818552,-0.14162317,-0.20330597,0.12850161,0.2971226,0.117939025,0.1558884,-0.4625456,0.17124607,0.2116792,0.23157132,-0.15616882,-0.19194768,-0.18703352,0.16600776,-0.021063244,0.096032076,0.31606182,-0.08643296,-0.1850383,0.20968418,0.15132107,0.3818541,0.15549801,0.3172698,0.36230013,-0.066928364,0.46270174,-0.10638179,-0.41870058,0.12185319,0.090205826,-0.006730052,0.13671075,-0.08920657,-0.030620912,0.042991903,-0.1321034,0.055563092,0.33577138,0.12667218,0.36777198,0.0735454,0.025588743,-0.15492406,0.10088119,0.028067205,-0.18888807,-0.039097086,0.19556734,0.038886644,0.24541081,0.28440148,0.30767944,-0.10465305,0.15156332,0.0995547,-0.1856808,-0.17784189,-0.23370042,-0.20346105,-0.6133291,-0.2693193,-0.015704192,0.107083075,-0.32040462,-0.06875,-0.29686558,0.20070602,-0.17017244,0.090126075,0.081819125,0.14685236,0.071834825,0.2603472,0.6160946,-0.1484362,-0.00733435,0.36436734,-0.17154281,-0.06279712,-0.51252675,-0.19290909,0.29317403,0.022999898,-0.17324626,-0.44814694,-0.06588891,-0.034084048,-0.4056825,-0.16217762,-0.3716328,0.044825822,-0.14689074,0.12716803,-0.13107719,-0.17431806,-0.05858689,0.04339564,0.26803797,-0.21596499,0.0014889996,0.12905657,0.26015192,-0.078352064,-0.19117881,0.021957945,0.32785207,0.38913986,0.098800585,0.17502122,-0.12860027,0.18271914,0.012780637,-0.23975272,0.16751978,-0.15090299
6,0.2013324,-0.24192664,-0.18866731,0.023472117,0.2138306,-0.24720895,-0.21780986,0.15159248,-0.09084497,0.35399434,0.040836345,-0.2684841,-0.15222113,-0.23191544,0.07988806,0.31440994,0.01789171,0.11922276,-0.45852265,0.09598403,0.16120157,0.15419133,-0.021926215,-0.07262323,-0.21157067,0.110038586,-0.0012203865,0.096803434,0.19094156,-0.13490719,-0.23501712,0.09597614,-0.113366894,0.34070256,0.15623043,0.4517316,0.35695875,-0.036369782,0.5513861,-0.11181679,-0.2462666,-0.046303615,0.17072484,-0.08469101,-0.0070188763,-0.01185397,0.06239766,0.054428916,-0.12843958,0.015587326,0.15091826,0.08827734,0.24761856,0.109596424,0.043684077,-0.23916848,0.21119331,0.09277056,-0.25597307,-0.04434927,0.17986782,0.09095879,0.11996227,0.24077913,0.37652525,-0.17451198,0.15101443,0.00085965736,-0.19131997,-0.23857246,0.012182036,-0.24154739,-0.61448014,-0.29404706,-0.10164738,0.020133955,-0.2607417,-0.11358957,-0.2199898,0.31625643,0.060651667,0.06651299,0.019889025,0.22821927,0.022225704,0.3246475,0.53479564,0.037949316,-0.050394423,0.1846195,-0.04300858,-0.0836363,-0.33071056,-0.08088258,0.282961,-0.023344614,-0.2408475,-0.3310426,-0.0713337,-0.108275175,-0.37902755,-0.14765744,-0.4184117,0.21417367,-0.03629159,-0.0067523886,-0.06713239,-0.13167086,-0.074421726,0.08001809,0.14490606,-0.14985445,0.13451555,0.1728638,0.20995061,0.01880369,-0.15103346,0.14988403,0.25299582,0.2676843,0.21532436,0.210454,-0.20404519,0.26522285,-0.076876216,-0.12904947,0.26429814,-0.19061048
7,0.09921086,-0.08929002,-0.136333,0.054009814,0.16450764,-0.2025062,-0.039703354,0.12545075,-0.10533721,0.0885971,0.09437992,-0.1373271,0.10673116,-0.09908418,0.16501531,0.144,0.16635883,0.020439172,-0.2183953,0.048125956,0.059817344,0.1399866,-0.077154905,-0.11346965,-0.10085096,0.08889873,0.024150409,0.11144972,0.14540412,-0.100714356,-0.12564959,0.074533194,-0.044887412,0.12285567,0.052837577,0.29242206,0.17141795,0.0150238,0.25216886,-0.11389974,-0.056904685,0.12182733,0.08646515,0.018797139,0.15594225,0.018487774,0.023604894,-0.0060120397,-0.021999627,0.08127969,0.14739332,0.11960518,0.2557501,-0.0146003235,0.011068038,-0.20561795,0.040425576,0.1474314,-0.1227011,-0.10254177,0.091150545,-0.04233463,0.14954416,0.10342069,0.17510921,-0.13815618,0.15749466,-0.060293794,-0.012801223,-0.1268475,-0.006727501,-0.18413675,-0.3012084,-0.105717756,0.029124448,0.015615975,-0.0674207,-0.10379166,-0.05643952,0.17513928,-0.03699372,-0.020578984,0.105219044,0.15353264,0.005761842,0.16402984,0.31624246,-0.026221095,0.04814705,0.045610424,-0.031848915,0.043769952,-0.1638809,0.015493093,0.11818312,0.09014204,-0.08455286,-0.2270247,-0.14669356,0.03040254,-0.22786051,-0.07512826,-0.12821357,0.13526796,0.016730474,-0.08432938,-0.09381249,-0.054587714,0.0013306502,0.14281593,0.13468985,-0.062095035,0.07005424,0.042853665,-0.07260233,0.030009216,-0.061218042,0.082110584,0.09387127,0.1110306,0.102244124,0.11399173,-0.122852206,0.10801119,0.06817462,-0.043533895,0.06033024,-0.0048959805
8,0.16161819,-0.35675475,-0.051822603,0.16859308,0.1847871,-0.3344539,-0.1375878,0.3056952,-0.049954332,0.19713557,0.12081373,-0.01629673,0.056570277,-0.039908476,0.12110367,0.15222403,0.18749608,0.02882108,-0.2789261,0.081543334,0.22706075,0.06514265,-0.109496035,-0.30606338,-0.10732257,-0.10063364,-0.012074626,0.1407397,0.30105317,-0.18767571,0.05829268,0.17721537,0.14407578,0.3131492,0.091527656,0.36478713,0.23440488,-0.1316463,0.12985855,-0.16075258,-0.30728066,0.19918014,0.06113277,-0.11032392,0.21179709,-0.06300691,-0.022329498,-0.007902199,-0.006659311,-0.029466935,0.3113256,0.1951189,0.18841206,-0.0022348745,-0.01177908,-0.15407498,-0.024307579,0.02868508,0.044282306,-0.03313448,0.11530266,-0.123722166,0.1928595,0.28052348,0.19477382,-0.06150911,0.19295073,0.120141886,-0.14787601,-0.1725353,-0.20741196,-0.13335279,-0.36911595,-0.06541339,0.13762124,0.11219324,-0.062115666,-0.09135844,-0.2164459,-0.042639807,-0.32148287,0.08511731,0.299858,0.038273524,0.029521417,0.17573135,0.3600786,-0.21924451,0.04299536,0.26404324,-0.32470483,0.17503762,-0.3722922,-0.15788192,0.24700691,0.109826185,-0.12282364,-0.4293688,-0.04940913,0.19797575,-0.41289255,0.054041456,-0.06244758,-0.09038618,-0.15393753,0.10982698,-0.23861106,-0.016007395,-0.014393488,0.21014483,0.16234837,-0.17929585,-0.09973092,0.16163506,0.1015786,0.15186188,-0.0421931,0.10613761,0.27664143,0.18275943,0.035521667,0.11244092,-0.1518664,0.019966846,0.1679428,-0.23146158,0.10253932,-0.063201934
9,0.25969398,-0.1636953,-0.32416666,0.09895259,0.32242244,-0.46666574,-0.058117554,0.1845525,-0.20841485,0.10324683,0.08684901,-0.41196308,-0.028302355,-0.08056448,0.29681495,0.21852604,0.128537,0.16980901,-0.52193236,0.12100649,0.1690143,0.29135478,-0.048473813,-0.121118106,-0.15275611,0.32376808,-0.038476568,0.14957526,0.16024743,-0.20787047,-0.44509843,0.13356411,-0.13658911,0.25847408,0.1254018,0.5072723,0.32278162,-0.050848603,0.5266575,-0.16107653,-0.2431272,0.17102942,0.15057227,0.06571202,0.22114177,-0.008828063,0.069778755,0.022488622,-0.18155794,0.34047127,0.18708801,0.20717788,0.48552018,0.03329809,0.038832597,-0.3524183,0.22294855,0.12913513,-0.32694885,-0.13705564,0.17914806,-0.12339192,0.27912292,0.15018852,0.30434647,-0.27018532,0.27774355,-0.10488936,0.016108582,-0.20019762,0.17817171,-0.3151867,-0.54166484,-0.20727724,-0.12566501,0.12169349,-0.16616808,-0.12207652,0.0161879,0.27095142,0.054415565,0.0040521235,0.07231349,0.124455936,-0.11496049,0.29459605,0.64103043,-0.06051004,0.10032061,-0.06280367,0.16208398,-0.090010725,-0.2824549,-0.08603009,0.1769644,0.17585774,-0.15131502,-0.3876838,-0.31726754,-0.11763295,-0.42512977,-0.19169696,-0.20551856,0.3565154,0.066079594,-0.09394916,-0.1333745,-0.21053907,-0.119925566,0.18190026,0.16046067,-0.1062098,0.088068336,0.057391297,-0.14536722,0.11856028,-0.039049227,0.11706304,0.108132064,0.21367197,0.2303828,0.0625101,-0.204325,0.38141325,0.13094021,-0.021050543,0.124430284,0.030313356
